3579.0,14.29,166.0,263.03,107.38,63.0,49.2,103.4,49.75,494.59,88.07,62.57,51.15540983606558,90.3,0.66,,141.0,0.0
3437.0,7.5,212.0,305.56,100.8,40.0,26.0,106.5,25.9,162.15,45.4,44.2,47.9,99.8,0.68,,219.0,2.0
3667.0,9.53,250.0,350.2,103.19,61.0,,105.2,39.06,326.22,73.89,57.2,50.86,100.1,0.66,,178.0,1.0
3526.4955882352947,9.53,215.0,333.79205882352943,100.37,58.0,,104.97132352941178,37.54,285.0,55.4,30.0,51.15540983606558,92.9,0.67,,152.0,0.0
3579.0,7.94,259.61,365.86,103.47,52.0,27.2,105.9,28.09,243.64,70.73,62.57,51.15540983606558,93.2,0.66,,230.0,2.0
3579.0,12.7,194.24,291.74,103.23,62.0,43.7,104.5,44.14,435.04,86.21,62.57,51.15540983606558,89.6,0.66,,157.0,0.0
3576.3,7.94,249.6,370.1,101.8,53.0,31.7,103.2,32.5,214.7,83.6,56.8,56.5,93.6,0.6694,2.78,311.91,4.0
3276.0,7.5,268.0,370.04,95.0,56.0,28.6,104.98,30.4,246.61,69.9,44.5,48.3,94.3,0.67,,222.0,2.0
3650.0,12.7,299.56,437.3,103.11,74.0,103.6,105.47,51.38,654.56,230.98,63.6,55.4,93.8,0.6822,8.4,280.56,3.0
3653.0,14.29,149.89,251.3,73.31,50.0,,100.21,31.99,459.31,114.88,63.6,56.7,97.0,0.654,5.25,199.63,1.0
3576.3,11.11,213.4,357.1,101.6,63.6,42.8,102.6,43.4,368.04,114.3,56.8,56.5,91.4,0.6694,4.52,248.79,2.0
3437.0,14.29,138.16,216.9,101.4,57.0,49.3,106.43,49.7,360.23,71.1,44.2,47.9,100.7,0.68,,154.0,0.0
3424.5,12.7,163.13,236.5,104.28,47.8,,106.4,48.02,330.5,74.59,44.2,50.2,103.9,0.65,,177.0,1.0
3277.8,12.7,254.33,354.5,104.1,50.3,,106.4,50.5,569.07,138.4,44.5,53.9,102.7,0.67,,191.0,1.0
3424.5,6.35,219.88,316.1,101.82,24.2,,106.2,23.66,128.37,39.74,44.2,50.2,101.8,0.65,,241.0,2.0
3289.8,9.53,199.0,271.0,95.95,56.0,,103.9,36.16,264.3,47.6,48.4,39.9,94.0,0.67,,139.0,0.0
3667.0,9.53,256.0,359.3,96.6,55.0,33.4,105.57,33.69,353.22,77.99,63.3,48.3,92.8,0.67,,174.0,0.0
3579.0,11.11,213.43,312.27,103.19,61.0,41.2,105.2,41.11,395.0,85.5,62.57,51.15540983606558,93.7,0.66,,172.0,0.0
3667.0,11.11,240.0,344.0,105.67,65.0,,105.2,44.9,429.72,92.13,57.2,50.86,102.0,0.66,,169.0,0.0
3588.5,9.53,250.3,346.9,98.9,62.0,38.5,104.88,39.0,326.31,74.0,30.0,49.4,95.5,0.68,,180.0,1.0
